"Date","MSCI_BRICS_price_index","MSCI_BRAZIL_price_index","MSCI_CHINA_price_index","MSCI_RUSSIA_price_index","MSCI_INDIA_price_index"
1999-04-12,74.501,620.271,30.44,89.516,92.545
1999-04-13,74.493,622.168,30.003,90.467,92.055
1999-04-14,75.081,625.725,29.205,97.445,92.055
1999-04-15,74.721,634.382,29.491,98.559,88.877
1999-04-16,77.353,640.565,30.537,104.216,94.793
1999-04-19,75.758,627.113,31.598,107.344,91.443
1999-04-20,73.796,597.829,32.666,102.674,91.6
1999-04-21,73.916,597.829,33.045,101.204,92.189
1999-04-22,74.654,611.029,33.644,106.48,90.761
1999-04-23,75.039,615.374,33.159,110.615,90.436
1999-04-26,72.681,598.94,32.866,111.709,85.933
1999-04-27,72.521,596.7,33.368,110.538,85.973
1999-04-28,73.798,616.745,32.643,107.813,86.825
1999-04-29,75.201,624.902,32.621,113.466,88.625
1999-04-30,76.842,641.694,33.373,122.24,88.671
1999-05-03,77.512,644.346,33.456,122.24,90.292
1999-05-04,78.222,635.897,33.951,123.99,93.81
1999-05-05,81.091,656.312,34.037,139.845,95.862
1999-05-06,83.465,677.481,35.676,142.506,98.411
1999-05-07,85.075,703.024,36.098,134.811,99.958
1999-05-10,86.619,718.044,34.852,134.155,102.387
1999-05-11,86.328,706.789,35.178,129.032,104.585
1999-05-12,83.935,697.838,35.07,105.343,103.319
1999-05-13,86.634,717.786,34.998,111.811,106.81
1999-05-14,86.797,714.626,35.123,109.525,108.369
1999-05-17,86.17,695.301,34.342,124.817,107.35
1999-05-18,87.568,699.12,34.723,136.344,108.743
1999-05-19,86.923,689.149,34.841,130.071,109.827
1999-05-20,85.778,679.378,34.292,127.77,108.653
1999-05-21,83.541,651.098,33.266,130.362,106.767
1999-05-24,81.746,616.184,33.511,133.86,107.121
1999-05-25,79.999,586.777,33.546,129.18,108.196
1999-05-26,81.777,626.911,33.186,131.111,105.732
1999-05-27,79.605,608.238,32.414,131.569,102.526
1999-05-28,78.458,604.385,31.627,129.008,100.291
1999-05-31,80.674,615.335,32.94,127.49,105.23
1999-06-01,79.848,609.316,34.33,126.178,103.698
1999-06-02,79.917,609.062,33.959,123.333,104.608
1999-06-03,80.675,609.062,33.845,129.998,105.764
1999-06-04,81.999,621.389,33.788,131.249,107.356
1999-06-07,81.495,611.364,34.137,133.87,107.118
1999-06-08,81.487,603.138,34.304,137.426,107.971
1999-06-09,81.145,598.877,34.411,138.746,107.429
1999-06-10,81.846,603.264,36.633,141.365,107.784
1999-06-11,81.709,607.178,38.903,144.217,105.495
1999-06-14,81.149,602.246,39.917,144.309,104.414
1999-06-15,80.669,609.652,38.46,140.026,102.598
1999-06-16,83.714,637.337,39.172,145.634,105.666
1999-06-17,84.911,644.431,40.231,144.607,108.064
1999-06-18,85.451,651.916,40.2,148.129,107.646
1999-06-21,86.992,652.97,41.906,155.57,110.527
1999-06-22,86.824,647.501,43.371,152.381,111.341
1999-06-23,85.169,632.842,45.206,149.002,109.145
1999-06-24,83.744,614.498,44.531,150.374,108.066
1999-06-25,82.932,606.03,44.104,147.05,107.873
1999-06-28,83.798,610.768,45.98,146.936,109.301
1999-06-29,84.57,619.023,47.8,148.397,109.448
1999-06-30,85.83,640.077,48.256,150.242,108.89
1999-07-01,86.096,638.075,47.883,158.732,108.567
1999-07-02,87.681,656.521,48.302,160.33,109.619
1999-07-05,89.361,657.286,49.089,168.283,113.115
1999-07-06,89.152,643.004,47.791,176.655,113.918
1999-07-07,89.057,646.487,45.711,174.671,113.674
1999-07-08,87.932,626.401,46.169,177.721,113.434
1999-07-09,88.267,627.795,46.709,174.317,114.772
1999-07-12,88.42,601.912,47.466,172.109,120.588
1999-07-13,88.365,605.758,46.703,165.578,121.11
1999-07-14,89.699,611.706,44.934,172.46,123.286
1999-07-15,89.475,615.75,44.251,170.261,122.365
1999-07-16,89.531,623.936,43.284,167.961,121.613
1999-07-19,90.658,634.814,41.448,163.808,124.326
1999-07-20,88.666,618.728,42.299,159.524,121.735
1999-07-21,88.971,619.393,42.756,156.384,123.087
1999-07-22,89.162,615.445,41.986,157.855,124.369
1999-07-23,87.71,602.484,41.835,155.058,122.837
1999-07-26,86.201,582.78,40.232,155.652,122.127
1999-07-27,85.993,586.689,40.294,152.214,121.349
1999-07-28,86.572,590.301,40.955,152.358,122.313
1999-07-29,85.58,585.073,41.49,140.241,122.4
1999-07-30,84.831,575.599,42.229,145.409,120.678
1999-08-02,83.399,559.604,42.955,143.409,119.448
1999-08-03,83.635,560.19,43.112,142.225,120.283
1999-08-04,83.549,553.56,42.289,132.937,123.311
1999-08-05,82.357,547.239,41.36,127.168,122.071
1999-08-06,81.993,544.279,40.302,128.702,121.434
1999-08-09,81.972,536.183,38.851,127.323,123.562
1999-08-10,80.832,527.969,36.545,127.639,121.998
1999-08-11,81.378,543.114,35.429,128.1,120.945
1999-08-12,81.557,543.59,37.326,129.17,120.777
1999-08-13,80.97,544.449,36.882,126.629,119.327
1999-08-16,81.53,540.214,37.129,127.398,121.742
1999-08-17,81.848,534.301,37.797,127.241,123.793
1999-08-18,81.525,516.588,38.96,126.365,126.133
1999-08-19,81.008,515.059,41.205,128.161,123.904
1999-08-20,82.758,540.358,42.07,129.28,124.131
1999-08-23,85.083,551.433,42.071,142.438,126.84
1999-08-24,85.056,543.352,42.59,140.41,128.614
1999-08-25,85.231,558.663,42.552,139.316,126.394
1999-08-26,85.504,550.395,42.595,135.119,129.697
1999-08-27,85.055,544.783,41.884,130.025,130.518
1999-08-30,85.202,547.546,41.413,124.967,131.54
1999-08-31,85.435,553.133,41.856,122.938,131.482
1999-09-01,85.44,563.334,41.521,124.114,129.369
1999-09-02,84.988,570.82,41.298,122.706,126.8
1999-09-03,85.49,576.813,41.162,126.496,126.533
1999-09-06,86.903,578.466,42.497,128.074,130.099
1999-09-07,86.285,578.466,42.658,126.968,128.308
1999-09-08,86.358,581.71,42.154,123.676,128.669
1999-09-09,87.017,595.437,43.481,123.673,127.799
1999-09-10,87.344,596.747,44.581,126.72,127.74
1999-09-13,86.8,596.861,44.272,118.066,127.74
1999-09-14,87.112,604.767,43.797,117.173,127.484
1999-09-15,85.836,596.078,42.747,113.839,125.995
1999-09-16,84.25,589.337,42.664,106.365,123.717
1999-09-17,84.982,596.833,42.678,104.268,125.004
1999-09-20,85.858,611.764,42.475,98.418,126.086
1999-09-21,85.067,601.532,42.378,92.985,126.629
1999-09-22,86.188,604.477,41.455,99.18,128.64
1999-09-23,86.433,591.176,41.269,104.976,130.909
1999-09-24,86.893,596.681,40.705,103.333,131.759
1999-09-27,87.103,598.467,39.972,108.337,131.278
1999-09-28,86.413,590.535,39.953,106.353,131.008
1999-09-29,87.105,594.488,40.413,104.894,132.625
1999-09-30,85.569,577.792,40.123,103.001,131.399
1999-10-01,84.302,566.904,40.195,105.117,129.04
1999-10-04,84.428,572.994,39.819,108.017,127.786
1999-10-05,84.573,562.569,39.247,110.368,129.942
1999-10-06,85.521,577.563,39.138,109.682,130.218
1999-10-07,88.281,582.73,39.534,111.249,137.614
1999-10-08,88.796,584.212,39.156,114.262,138.47
1999-10-11,89.693,588.003,37.998,119.691,139.808
1999-10-12,89.733,588.003,36.954,117.122,140.676
1999-10-13,88.504,573.252,35.354,117.983,139.819
1999-10-14,89.218,573.657,36.828,123.926,140.514
1999-10-15,86.47,562.865,35.892,117.336,135.351
1999-10-18,86.124,549.911,35.633,116.265,137.019
1999-10-19,86.438,552.808,34.783,119.623,137.004
1999-10-20,87.745,563.923,35.509,122.073,138.375
1999-10-21,86.412,562.79,35.651,118.711,134.97
1999-10-22,87.078,578.448,36.608,121.736,133.254
1999-10-25,86.481,573.523,36.401,120.442,132.605
1999-10-26,86.96,575.314,35.825,120.675,133.874
1999-10-27,86.506,580.811,36.495,119.327,131.471
1999-10-28,85.683,589.934,36.287,120.246,126.96
1999-10-29,84.654,597.471,36.797,120.309,122.1
1999-11-01,83.278,602.372,36.349,120.355,116.869
1999-11-02,85.313,602.372,36.006,120.656,123.366
1999-11-03,86.452,624.732,36.024,118.048,123.174
1999-11-04,88.141,643.712,37.263,119.719,124.274
1999-11-05,90.32,661.246,37.404,123.36,127.081
1999-11-08,91.112,666.723,36.912,123.36,128.658
1999-11-09,91.046,662.976,37.122,131.089,127.622
1999-11-10,91.912,669.09,38.471,137.465,127.644
1999-11-11,91.813,665.87,38.07,139.224,127.701
1999-11-12,91.55,664.527,37.344,138.259,127.482
1999-11-15,91.487,664.527,40.293,138.984,126.454
1999-11-16,91.842,668.581,40.21,141.796,126.272
1999-11-17,90.758,657.402,38.877,142.455,125.164
1999-11-18,91.887,670.906,38.514,140.085,126.695
1999-11-19,93.392,691.395,38.231,145.941,126.482
1999-11-22,93.942,684.594,37.747,149.084,129.016
1999-11-23,94.44,689.228,37.195,153.216,129.034
1999-11-24,93.82,679.762,35.803,145.639,130.676
1999-11-25,94.664,686.177,34.666,148.877,131.757
1999-11-26,95.676,705.045,34.819,148.599,131.376
1999-11-29,95.209,707.912,34.671,144.775,130.125
1999-11-30,94.901,709.674,36.095,138.384,129.723
1999-12-01,95.361,714.758,35.621,140.353,129.939
1999-12-02,97.755,744.171,35.709,141.989,131.566
1999-12-03,98.667,750.791,35.179,147.127,132.315
1999-12-06,99.62,749.879,35.603,146.521,135.526
1999-12-07,99.27,748.938,35.092,140.425,135.901
1999-12-08,98.62,748.045,35.097,136.396,134.771
1999-12-09,98.845,747.293,34.591,135.953,135.845
1999-12-10,99.225,761.683,34.109,133.021,134.913
1999-12-13,99.704,764.46,34.226,132.729,135.934
1999-12-14,98.863,755.167,34.03,136.028,134.469
1999-12-15,98.289,740.742,33.813,148.246,133.142
1999-12-16,99.713,756.296,34.079,146.628,134.903
1999-12-17,101.121,782.483,33.944,148.634,133.912
1999-12-20,104.384,805.262,33.464,164.208,136.991
1999-12-21,106.679,818.299,32.964,179.674,138.906
1999-12-22,109.06,828.765,32.976,182.284,143.983
1999-12-23,109.245,825.714,32.439,181.424,145.473
1999-12-24,108.962,825.714,32.291,187.605,143.397
1999-12-27,108.756,823.849,32.308,194.128,141.829
1999-12-28,109.612,834.523,33.166,186.864,143.688
1999-12-29,112.01,867.954,32.692,179.986,146.25
1999-12-30,114.317,889.491,33.24,184.479,148.419
1999-12-31,116.656,889.491,33.378,222.982,148.419
2000-01-03,119.181,874.029,33.677,222.982,159.51
2000-01-04,117.125,816.427,34.737,223.76,163.859
2000-01-05,116.821,831.914,33.325,223.908,160.128
2000-01-06,117.37,827.502,33.086,230.928,161.455
2000-01-07,117.543,843.301,34.747,230.976,158.501
2000-01-10,121.068,879.802,35.393,239.441,160.844
2000-01-11,116.499,856.755,34.141,224.327,153.942
2000-01-12,118.188,852.773,33.809,230.477,159.026
2000-01-13,120.184,885.253,33.322,239.356,157.457
2000-01-14,122.222,907.284,32.687,247.146,158.309
2000-01-17,123.307,929.744,32.539,239.705,158.83
2000-01-18,123.283,925.218,32.588,234.368,160.67
2000-01-19,121.223,902.875,32.526,221.167,161.033
2000-01-20,120.363,890.924,32.25,232.967,158.409
2000-01-21,121.439,883.002,32.126,240.637,161.985
2000-01-24,121.975,889.182,32.283,230.3,164.451
2000-01-25,121.149,886.93,32.301,216.822,164.84
2000-01-26,121.244,889.803,32.561,215.134,164.845
2000-01-27,122.202,886.286,32.016,223.279,167.173
2000-01-28,120.536,858.357,32.071,215.121,168.906
2000-01-31,117.333,839.651,31.921,204.559,164.381
2000-02-01,118.4,842.603,31.131,201.886,167.926
2000-02-02,120.365,852.538,30.703,198.294,173.072
2000-02-03,123.881,886.18,31.51,203.467,176.548
2000-02-04,126.294,911.103,31.564,208.569,178.389
2000-02-07,127.784,918.888,31.595,208.102,181.718
2000-02-08,130.168,945.146,31.165,217.996,182.389
2000-02-09,130.05,926.55,30.02,222.27,185.114
2000-02-10,131.678,925.148,28.931,218.407,191.612
2000-02-11,132.318,904.511,28.332,217.003,198.136
2000-02-14,131.885,879.076,27.856,214.34,202.379
2000-02-15,132.266,885.562,27.526,204.593,204.279
2000-02-16,134.081,896.006,27.645,206.966,207.561
2000-02-17,136.87,894.146,27.762,212.137,215.856
2000-02-18,136.662,876.028,29.544,207.247,219.288
2000-02-21,139.744,880.879,28.888,203.931,229.013
2000-02-22,136.984,866.464,27.802,206.141,222.819
2000-02-23,134.299,879.246,27.489,209.718,211.067
2000-02-24,134.366,884.032,27.128,212.755,209.84
2000-02-25,130.768,884.399,26.445,201.845,200.478
2000-02-28,130.332,870.455,25.693,189.603,204.357
2000-02-29,128.106,874.469,26.061,199.225,194.484
2000-03-01,132.834,889.901,25.346,213.402,204.053
2000-03-02,132.839,892.305,24.935,217.016,202.992
2000-03-03,132.58,918.789,25.333,224.852,195.343
2000-03-06,134.541,918.525,25.437,223.308,201.961
2000-03-07,134.906,918.789,26.394,234.177,200.77
2000-03-08,133.789,911.806,26.533,234.42,198.479
2000-03-09,133.214,922.043,26.532,250.855,191.454
2000-03-10,132.98,908.802,26.401,266.344,190.358
2000-03-13,127.412,878.703,26.909,247.397,181.95
2000-03-14,126.887,868.239,27.196,263.285,179.202
2000-03-15,126.407,869.406,26.421,262.517,177.758
2000-03-16,124.881,885.621,25.461,261.808,170.022
2000-03-17,124.404,880.833,26.508,257.315,170.08
2000-03-20,123.963,877.974,25.862,254.025,170.022
2000-03-21,124.866,905.21,25.596,249.447,168.537
2000-03-22,127.247,907.731,25.414,260.701,173.522
2000-03-23,128.896,919.204,25.767,272.739,174.103
2000-03-24,130.727,927.995,26.05,287.227,175.328
2000-03-27,132.28,938.76,26.486,280.501,179.446
2000-03-28,131.38,914.405,27.176,268.405,183.591
2000-03-29,131.469,901.821,26.649,271.833,185.8
2000-03-30,127.849,886.433,26.609,259.961,179.532
2000-03-31,128.399,906.675,26.587,274.055,174.52
2000-04-03,125.66,885.217,26.279,264.18,171.955
2000-04-04,120.854,864.74,26.271,267.667,159.81
2000-04-05,120.257,864.982,25.655,251.226,161.245
2000-04-06,122.882,881.1,26.465,261.164,164.369
2000-04-07,127.46,898.079,26.672,257.901,176.377
2000-04-10,129.165,872.981,26.543,269.003,184.648
2000-04-11,128.039,860.379,26.302,259.175,185.511
2000-04-12,125.674,847.727,26.428,262.43,179.706
2000-04-13,119.742,801.385,26.358,258.512,170.52
2000-04-14,116.869,755.175,27.89,255.983,170.52
2000-04-17,112.158,750.668,26.347,236.822,160.385
2000-04-18,112.675,782.604,29.417,235.116,155.385
2000-04-19,109.722,750.972,29.374,235.978,151.943
2000-04-20,111.493,765.773,29.14,244.01,153.191
2000-04-21,111.905,765.773,29.279,250.542,153.191
2000-04-24,108.656,743.939,29.365,241.487,148.8
2000-04-25,110.118,768.908,30.609,249.615,146.69
2000-04-26,112.627,767.115,30.463,261.002,152.902
2000-04-27,111.25,765.499,29.552,257.813,149.625
2000-04-28,112.117,785.597,28.93,268.367,146.507
2000-05-01,112.124,785.597,28.843,268.367,146.549
2000-05-02,109.409,791.305,29.351,268.603,136.514
2000-05-03,106.983,767.625,29.419,268.947,133.28
2000-05-04,109.052,765.065,29.335,266.526,140.929
2000-05-05,111.445,774.267,29.208,266.691,146.811
2000-05-08,107.972,756.437,28.314,271.95,138.307
2000-05-09,108.055,743.212,27.942,272.044,141.23
2000-05-10,105.676,730.301,28.078,268.545,136.777
2000-05-11,103.575,732.229,28.044,263.814,130.599
2000-05-12,101.999,732.77,29.237,260.027,125.91
2000-05-15,104.487,762.199,31.122,256.081,128.492
2000-05-16,106.093,780.028,32.091,261.516,128.859
2000-05-17,103.665,755.06,31.755,248.865,128.533
2000-05-18,101.821,744.072,31.741,243.665,125.794
2000-05-19,98.665,729.967,31.384,222.848,122.629
2000-05-22,95.099,707.243,30.887,214.195,117.452
2000-05-23,93.873,694.361,29.92,202.111,118.653
2000-05-24,94.986,720.635,29.811,197.631,118.002
2000-05-25,96.412,722.837,29.095,211.485,119.568
2000-05-26,98.405,743.149,28.408,221.398,120.189
2000-05-29,99.938,754.247,29.127,221.443,122.766
2000-05-30,102.739,782.016,28.194,226.736,125.494
2000-05-31,103.434,773.162,29.162,227.95,128.993
2000-06-01,104.655,797.418,29.57,235.555,126.45
2000-06-02,109.316,839.594,30.892,247.496,130.521
2000-06-05,111.077,837.136,32.382,244.641,133.271
2000-06-06,110.836,830.494,32.381,234.238,135.582
2000-06-07,111.425,848.058,31.943,236.433,135.922
2000-06-08,112.67,851.962,32.019,240.31,139.299
2000-06-09,112.919,850.088,32.481,241.179,138.782
2000-06-12,111.604,837.045,32.312,241.179,136.42
2000-06-13,110.828,845.689,31.379,234.611,136.365
2000-06-14,110.726,845.923,31.211,230.227,137.393
2000-06-15,112.012,852.38,31.79,232.551,138.883
2000-06-16,113.797,851.994,32.584,235.529,142.793
2000-06-19,115.368,869.467,32.665,235.848,145.653
2000-06-20,115.017,873.109,32.471,221.534,147.066
2000-06-21,115.115,891.793,33.128,217.357,142.327
2000-06-22,115.057,891.793,32.451,219.829,144.13
2000-06-23,113.089,869.058,32.044,222.771,141.199
2000-06-26,112.946,860.799,32.734,219.53,140.221
2000-06-27,112.45,852.491,33.126,208.145,140.507
2000-06-28,114.466,869.137,34.16,206.338,142.219
2000-06-29,113.417,852.032,34.018,197.586,143.334
2000-06-30,113.412,867.148,32.995,209.494,141.959
2000-07-03,114.821,879.957,32.598,216.359,145.509
2000-07-04,116.16,895.562,32.726,220.731,146.798
2000-07-05,115.935,887.491,33.237,214.212,146.742
2000-07-06,116.188,894.319,33.051,222.73,145.539
2000-07-07,118.048,908.396,34.051,226.203,146.181
2000-07-10,118.429,906.762,34.834,226.14,145.142
2000-07-11,116.76,874.905,34.877,219.431,145.314
2000-07-12,117.984,880.42,34.929,226.486,147.742
2000-07-13,115.979,850.527,34.948,227.084,144.827
2000-07-14,116.916,873.008,35.15,226.611,143.878
2000-07-17,118.239,900.073,35.822,228.908,141.376
2000-07-18,117.116,897.801,35.02,227.196,140.504
2000-07-19,115.473,878.754,35.189,226.552,136.766
2000-07-20,116.288,896.796,35.452,228.945,135.35
2000-07-21,115.922,899,35.786,230.32,131.939
2000-07-24,113.426,899.208,35.124,229.255,124.344
2000-07-25,112.864,883.086,34.168,227.441,128.901
2000-07-26,111.974,883.944,34.459,226.201,124.26
2000-07-27,111.908,878.703,33.701,228.167,127.379
2000-07-28,110.064,851.894,32.91,230.126,127.297
2000-07-31,109.812,857.521,32.369,234.462,126.39
2000-08-01,110.072,841.677,33.375,240.403,125.466
2000-08-02,110.355,841.78,33.693,241.248,125.259
2000-08-03,110.578,854.395,33.854,241.911,123.131
2000-08-04,110.981,865.589,33.789,249.533,121.477
2000-08-07,111.839,874.499,34.264,250.168,121.472
2000-08-08,111.048,861.099,32.948,253.596,124.898
2000-08-09,110.376,845.593,32.611,255.737,125.819
2000-08-10,110.724,862.722,32.953,254.919,122.997
2000-08-11,111.319,885.178,32.482,262.612,121.568
2000-08-14,112.326,901.117,31.941,270.881,123.162
2000-08-15,113.206,900.34,32.83,273.276,123.135
2000-08-16,114.005,882.29,33.681,271.024,126.979
2000-08-17,113.86,897.008,33.653,265.343,124.917
2000-08-18,112.906,871.876,33.331,263.771,127.108
2000-08-21,112.991,861.235,33.331,263.307,129.485
2000-08-22,113.735,866.948,33.183,269.598,130.805
2000-08-23,112.851,875.454,32.153,268.762,129.619
2000-08-24,113.118,867.549,31.907,280.279,130.811
2000-08-25,113.248,884.19,31.311,283.158,129.952
2000-08-28,112.604,873.65,31.396,281.255,129.299
2000-08-29,113.138,868.615,31.823,287.167,129.658
2000-08-30,112.702,875.044,31.357,280.068,129.821
2000-08-31,112.998,876.944,31.05,279.317,131.972
2000-09-01,113.274,886.362,31.093,274.284,132.03
2000-09-04,114.94,885.477,31.911,275.422,136.086
2000-09-05,114.761,879.383,32.026,275.269,136.182
2000-09-06,115.867,898.54,32.027,274.718,137.057
2000-09-07,115.35,899.034,31.609,269.4,137.339
2000-09-08,114.619,890.263,31.256,262.996,138.597
2000-09-11,113.738,891.806,30.337,254.743,139.54
2000-09-12,112.595,870.977,29.794,254.561,141.011
2000-09-13,111.332,865.772,29.793,243.956,138.771
2000-09-14,110.253,856.303,29.174,248.971,137.423
2000-09-15,108.2,845.648,28.873,240.884,133.541
2000-09-18,103.658,813.997,27.846,226.014,127.378
2000-09-19,102.984,819.805,27.611,229.784,123.404
2000-09-20,103.14,817.156,27.688,223.106,125.657
2000-09-21,101.53,816.514,26.304,224.947,123.65
2000-09-22,97.625,818.667,24.587,206.089,116.511
2000-09-25,101.754,826.454,26.52,224.206,121.883
2000-09-26,100.757,824.168,26.476,221.433,118.784
2000-09-27,100.742,811.987,26.406,230.206,119.8
2000-09-28,100.365,820.209,26.431,226.104,117.175
2000-09-29,101.239,820.394,27.181,228.929,117.551
2000-10-02,100.908,806.828,27.182,236.139,117.544
2000-10-03,101.839,814.031,27.109,247.119,118.152
2000-10-04,102.615,820.75,27.996,235.822,119.008
2000-10-05,103.786,836.451,29.142,229.872,117.669
2000-10-06,102.58,818.648,29.143,226.536,116.866
2000-10-09,100.437,810.33,27.67,221.501,115.852
2000-10-10,99.76,814.192,27.524,220.359,112.895
2000-10-11,97.2,802.301,26.616,213.646,109.065
2000-10-12,97.181,801.654,26.509,210.975,110.04
2000-10-13,94.835,788.444,25.472,212.148,106.337
2000-10-16,95.812,783.456,25.965,227.433,106.754
2000-10-17,94.206,762.897,25.671,229.032,104.932
2000-10-18,91.136,745.25,24.617,211.98,102.694
2000-10-19,93.572,764.166,24.567,225.562,106.721
2000-10-20,94.748,748.885,26.338,232.668,107.036
2000-10-23,92.445,722.625,26.027,230.921,104.135
2000-10-24,91.361,708.283,25.408,229.101,105.142
2000-10-25,90.897,689.757,25.731,221.706,107.306
2000-10-26,91.748,710.105,25.78,217.72,107.283
2000-10-27,93.406,737.399,26.115,218.317,107.317
2000-10-30,93.473,751.137,25.893,214.007,106.383
2000-10-31,93.996,756.136,25.902,214.919,107.369
2000-11-01,95.058,756.12,26.357,218.522,109.555
2000-11-02,94.968,752.967,25.908,217.567,111.686
2000-11-03,95.359,738.959,26.588,217.317,113.854
2000-11-06,96.099,743.986,27.223,217.044,113.609
2000-11-07,96.766,750.315,27.495,217.09,114.114
2000-11-08,95.467,737.075,26.92,203.347,116.183
2000-11-09,93.68,722.025,26.333,195.024,115.479
2000-11-10,93.479,728.29,26.285,195.614,113.355
2000-11-13,90.538,714.48,24.973,192.078,109.234
2000-11-14,93.002,727.535,25.685,199.223,113.049
2000-11-15,92.911,724.181,25.814,196.243,113.445
2000-11-16,93.411,725.663,26.538,195.327,112.352
2000-11-17,92.401,712.237,26.064,195.776,112.643
2000-11-20,93.231,729.101,26.256,188.661,113.375
2000-11-21,93.817,747.755,26.044,188.151,113.131
2000-11-22,91.308,736.61,24.753,181.528,111.194
2000-11-23,89.755,718.845,24.113,179.78,111.123
2000-11-24,88.666,715.784,22.959,182.663,111.418
2000-11-27,89.036,700.341,23.118,187.472,114.702
2000-11-28,87.742,687.389,22.55,178.127,115.957
2000-11-29,86.779,690.891,21.726,172.888,115.563
2000-11-30,85.53,671.093,22.45,151.195,115.147
2000-12-01,87.189,671.256,23.689,151.528,117.026
2000-12-04,87.84,676.265,24.122,150.325,117.223
2000-12-05,90.354,709.514,23.909,169.212,118.792
2000-12-06,90.943,699.745,24.477,175.306,119.796
2000-12-07,90.785,713.1,24.09,163.278,120.345
2000-12-08,92.974,734.029,24.322,180.231,121.448
2000-12-11,94.021,744.5,24.508,180.39,123.107
2000-12-12,93.439,734.556,24.353,180.254,123.296
2000-12-13,94.94,751.677,24.802,175.734,125.353
2000-12-14,93.929,749.765,24.569,164.268,124.483
2000-12-15,90.986,743.599,23.826,143.285,119.913
2000-12-18,92.048,749.911,23.931,152.953,121.011
2000-12-19,91.937,757.347,23.763,151.248,120.019
2000-12-20,89.17,730.425,22.929,145.309,118.084
2000-12-21,87.384,726.199,21.92,141.208,116.202
2000-12-22,87.19,730.259,22.089,150.97,111.793
2000-12-25,87.322,730.259,22.089,153.974,111.793
2000-12-26,86.679,729.453,22.09,152.578,109.327
2000-12-27,87.979,749.652,22.149,151.399,110.903
2000-12-28,88.92,761.044,22.112,152.602,112.663
2000-12-29,90.062,763.19,22.634,155.225,114.547
2001-01-01,89.941,763.19,22.634,155.225,114.002
2001-01-02,89.998,761.092,22.409,155.157,115.707
2001-01-03,91.066,808.218,21.772,138.971,116.539
2001-01-04,93.398,812.019,22.841,153.521,118.681
2001-01-05,93.648,796.643,23.065,157.865,121.23
2001-01-08,93.67,795.92,23.676,158.046,118.752
2001-01-09,95.12,819.001,23.818,161.555,119.086
2001-01-10,95.167,812.993,24.159,171.091,117.193
2001-01-11,94.43,815.242,23.368,176.646,115.781
2001-01-12,94.964,812.494,23.936,177.141,116.171
2001-01-15,96.109,818.338,24.542,182.319,116.412
2001-01-16,95.931,812.255,24.642,180.054,116.907
2001-01-17,96.727,827.531,24.213,189.335,117.326
2001-01-18,98.318,846.597,24.784,185.411,118.725
2001-01-19,100.048,848.301,25.622,188.029,121.963
2001-01-22,100.091,842.992,25.9,180.317,123.574
2001-01-23,100.927,858.008,25.857,184.474,123.539
2001-01-24,101.24,851.474,25.857,193.471,124.564
2001-01-25,100.998,845.658,25.857,194.775,124.447
2001-01-26,101.192,849.134,25.857,195.367,124.473
2001-01-29,100.466,853.152,25.894,186.09,122.005
2001-01-30,100.772,849.354,25.53,185.973,125.816
2001-01-31,100.998,852.389,25.915,185.36,124.614
2001-02-01,99.379,826.703,26.047,181.075,123.01
2001-02-02,99.309,815.831,25.977,182.86,124.953
2001-02-05,98.016,806.676,25.286,174.466,125.753
2001-02-06,98.975,817.659,25.374,179.721,126.332
2001-02-07,97.995,806.498,25.608,175.668,124.041
2001-02-08,99.465,827.107,25.358,180.501,126.462
2001-02-09,99.242,821.219,25.494,177.395,126.714
2001-02-12,98.879,818.035,25.205,178.232,126.862
2001-02-13,99.377,827.236,25.222,187.255,125.306
2001-02-14,99.24,827.755,25.109,187.759,124.98
2001-02-15,99.958,823.882,24.994,198.427,127.447
2001-02-16,96.846,788.43,24.714,188.315,124.136
2001-02-19,95.975,777.947,24.364,183.98,124.819
2001-02-20,96.039,775.064,24.673,182.008,124.754
2001-02-21,93.369,758.51,23.917,165.779,122.721
2001-02-22,93.01,762.696,23.359,173.007,121.257
2001-02-23,92.367,767.805,23.834,165.754,116.611
2001-02-26,92.594,773.861,23.545,172.084,116.379
2001-02-27,92.038,772.338,23.654,167.879,114.544
2001-02-28,92.873,764.306,23.551,169.813,120.08
2001-03-01,92.402,780.192,22.37,166.053,120.539
2001-03-02,90.292,793.162,20.776,166.898,115.136
2001-03-05,90.76,793.961,21.55,175.927,111.892
2001-03-06,91.304,787.654,21.941,185.887,111.997
2001-03-07,90.895,781.906,21.417,188.806,113.109
2001-03-08,91.197,788.508,21.419,188.896,113.044
2001-03-09,89.559,782.357,21.289,188.874,107.537
2001-03-12,86.025,745.715,20.725,180.331,103.51
2001-03-13,84.566,748.631,20.505,180.027,97.341
2001-03-14,84.24,730.231,20.442,170.412,101.934
2001-03-15,84.772,713.775,20.921,175.874,104.628
2001-03-16,84.425,706.717,21.181,177.651,103.058
2001-03-19,83.116,679.008,21.068,182.719,102.516
2001-03-20,83.409,704.813,20.457,182.132,101.188
2001-03-21,83.911,706.401,20.522,176.503,103.937
2001-03-22,80.042,658.574,19.389,174.642,101.957
2001-03-23,79.44,661.383,19.167,175.087,99.538
2001-03-26,81.51,683.138,20.124,176.983,99.688
2001-03-27,81.817,695.98,19.427,176.39,101.545
2001-03-28,82.362,689.851,19.8,173.614,104.201
2001-03-29,80.731,670.889,19.552,168.18,103.011
2001-03-30,79.992,671.354,19.721,168.492,98.777
