"Date","MSCI_BRICS_price_index","MSCI_BRAZIL_price_index","MSCI_CHINA_price_index","MSCI_RUSSIA_price_index","MSCI_INDIA_price_index"
1994-12-30,100,734.483,70.583,100,145.136
1995-01-02,100.222,738.03,70.583,100,145.555
1995-01-03,97.453,706.271,68.257,100,145.05
1995-01-04,94.989,679.046,68.038,100,143.957
1995-01-05,95.568,691.146,68.121,100,142.144
1995-01-06,93.474,670.689,67.531,100,140.305
1995-01-09,90.041,633.68,66.248,100,138.591
1995-01-10,84.48,577.26,65.228,95.109,135.534
1995-01-11,86.165,605.061,63.949,89.867,134.4
1995-01-12,90.423,657.727,63.647,91.924,133.871
1995-01-13,94.018,702.157,62.31,88.559,134.798
1995-01-16,93.847,695.428,62.82,88.018,136.519
1995-01-17,96.044,721.139,65.222,88.39,136.569
1995-01-18,95.074,708.626,65.588,87.345,137.009
1995-01-19,92.178,677.196,64.37,80.237,137.366
1995-01-20,91.464,671.022,63.574,83.281,135.821
1995-01-23,89.269,655.967,61.563,81.142,132.284
1995-01-24,89.372,664.699,60.796,81.008,129.696
1995-01-25,89.628,665.089,61.444,81.064,130.593
1995-01-26,90.796,677.835,61.873,82.99,130.655
1995-01-27,89.756,662.164,61.33,80.593,132.363
1995-01-30,87.467,627.982,60.959,80.86,134.586
1995-01-31,91.159,670.867,60.828,78.013,136.149
1995-02-01,92.297,687.046,60.826,77.168,135.536
1995-02-02,91.444,674.542,60.757,76.906,136.354
1995-02-03,91.906,678.256,61.253,73.265,137.853
1995-02-06,89.92,659.817,62.769,70.625,136.088
1995-02-07,87.257,633.789,63.317,63.595,135.233
1995-02-08,85.961,620.292,65.309,64.307,133.898
1995-02-09,83.812,595.752,66.464,61.114,133.814
1995-02-10,82.716,583.515,67.006,61.688,133.16
1995-02-13,82.531,583.852,68.641,61.076,132.115
1995-02-14,81.026,565.545,68.858,60.238,132.223
1995-02-15,79.012,544.622,69.151,58.672,131.168
1995-02-16,75.8,511.863,69.442,59.062,128.611
1995-02-17,77.005,531.005,68.453,58.362,127.326
1995-02-20,76.282,525.157,66.806,59.172,126.27
1995-02-21,73.73,500.711,67.936,59.354,123.558
1995-02-22,74.029,510.972,66.851,58.454,121.519
1995-02-23,79.479,563.612,66.563,60.877,126.182
1995-02-24,80.768,570.011,67.967,59.688,129.696
1995-02-27,80.723,570.011,67.349,59.301,129.675
1995-02-28,80.739,570.011,67.802,62.429,128.944
1995-03-01,80.932,568.671,67.278,62.524,130.354
1995-03-02,77.921,527.213,67.27,63.405,131.79
1995-03-03,77.563,523.87,66.358,63.613,131.492
1995-03-06,75.11,495.381,65.674,63.264,131.084
1995-03-07,71.765,457.332,64.976,63.542,130.024
1995-03-08,68.466,418.47,63.532,63.542,129.643
1995-03-09,65.55,382.48,63.5,64.596,129.472
1995-03-10,71.83,453.642,62.879,66.611,131.246
1995-03-13,71.143,455.573,63.556,66.582,127.376
1995-03-14,75.7,508.047,63.314,65.803,128.854
1995-03-15,74.521,494.619,63.977,66.223,128.28
1995-03-16,76.57,523.234,63.61,67.022,126.882
1995-03-17,74.527,497.079,63.795,67.77,127.074
1995-03-20,72.909,476.6,64.16,69.062,126.943
1995-03-21,74.661,497.992,64.728,69.137,126.882
1995-03-22,74.321,494.424,64.721,69.055,126.681
1995-03-23,75.28,511.448,64.694,70.021,124.545
1995-03-24,77.909,545.116,65.418,70.058,123.916
1995-03-27,78.029,545.022,66.745,70.023,124.301
1995-03-28,76.873,528.666,66.898,69.846,125.111
1995-03-29,75.912,518.695,68.164,68.4,124.604
1995-03-30,75.592,514.921,68.495,67.553,124.668
1995-03-31,73.696,493.067,67.912,67.817,124.062
1995-04-03,72.714,477.413,66.515,68.05,125.391
1995-04-04,75.817,510.493,66.278,66.75,127.682
1995-04-05,76.845,518.955,66.334,66.11,129.341
1995-04-06,78.171,531.038,65.868,65.701,131.057
1995-04-07,77.469,523.148,65.667,65.193,130.895
1995-04-10,76.553,512.827,65.804,64.104,130.731
1995-04-11,74.883,493.018,65.166,62.775,130.762
1995-04-12,74.684,492.22,64.11,60.669,130.793
1995-04-13,74.662,492.22,64.693,59.405,130.897
1995-04-14,74.66,492.22,64.936,59.233,130.897
1995-04-17,75.55,506.143,64.681,57.518,130.333
1995-04-18,75.604,511.483,65.039,56.765,128.822
1995-04-19,76.281,525.037,64.324,56.319,127.238
1995-04-20,76.536,532.759,64.124,54.902,125.999
1995-04-21,76.524,532.759,64.363,53.041,126.33
1995-04-24,77.139,546.051,63.789,51.084,124.891
1995-04-25,79.103,576.191,62.612,50.68,123.175
1995-04-26,80.403,594.996,61.428,50.581,122.459
1995-04-27,80.414,600.505,60.991,50.75,120.606
1995-04-28,78.831,588.602,60.642,51.322,117.791
1995-05-01,78.821,588.602,60.257,51.322,117.8
1995-05-02,78.868,600.529,60.952,51.322,113.741
1995-05-03,81.061,623.872,62.358,52.199,114.746
1995-05-04,82.519,634.467,62.941,53.991,116.875
1995-05-05,83.08,632.277,62.962,55.184,119.772
1995-05-08,82.209,620.449,63.453,55.184,120.018
1995-05-09,84.368,645.653,64.457,55.184,120.542
1995-05-10,84.294,645.427,65.845,56.361,119.783
1995-05-11,83.549,635.634,66.862,55.694,119.974
1995-05-12,84.009,644.307,67.355,56.971,118.547
1995-05-15,82.977,634.497,67.517,57.231,117.355
1995-05-16,82.594,627.497,68.2,58.087,117.795
1995-05-17,84.269,643.547,68.307,57.739,119.613
1995-05-18,85.248,648.705,68.983,60.118,121.368
1995-05-19,84.988,640.434,69.601,61.573,122.636
1995-05-22,85.443,647.47,69.555,66.157,120.943
1995-05-23,85.533,647.182,69.902,71.548,119.93
1995-05-24,85.443,648.907,70.15,70.498,119.181
1995-05-25,84.466,638.602,70.174,69.468,118.767
1995-05-26,82.967,617.606,70.225,69.608,119.471
1995-05-29,82.754,614.267,69.674,69.861,119.715
1995-05-30,80.353,584.538,69.821,68.855,119.789
1995-05-31,81.101,587.039,70.329,67.647,122.445
1995-06-01,81.956,591.939,70.49,67.828,124.412
1995-06-02,84.037,619.569,70.341,67.828,123.935
1995-06-05,85.227,635.511,69.993,68.659,123.433
1995-06-06,83.922,616.499,70.401,68.726,124.249
1995-06-07,82.68,600.48,70.197,69.368,124.239
1995-06-08,82.94,605.274,70.232,70.001,123.534
1995-06-09,81.19,585.492,70.427,69.394,122.89
1995-06-12,81.109,586.976,69.958,69.394,122.084
1995-06-13,82.054,600.327,70.076,70.783,121.175
1995-06-14,81.31,589.039,70.115,71.686,121.606
1995-06-15,81.179,589.039,69.889,72.252,120.911
1995-06-16,81.817,593.278,69.873,73.043,122.02
1995-06-19,81.8,589.307,69.648,75.165,122.795
1995-06-20,80.661,572.532,69.271,78.516,122.812
1995-06-21,81.061,575.952,69.372,80.891,122.716
1995-06-22,80.487,570.986,69.563,81.017,121.873
1995-06-23,80.271,570.201,70.037,82.379,120.759
1995-06-26,79.521,563.144,69.741,87.015,118.729
1995-06-27,80.746,578.575,69.683,88.216,118.401
1995-06-28,81.755,586.705,69.274,89.904,119.597
1995-06-29,81.383,581.93,68.955,90.962,119.381
1995-06-30,80.653,571.848,69.359,96.863,118.063
1995-07-03,80.021,569.373,68.694,99.91,115.485
1995-07-04,80.585,572.145,68.648,109.696,114.43
1995-07-05,81.257,578.32,68.699,112.927,114.382
1995-07-06,82.667,592.961,69.278,116.781,114.407
1995-07-07,84.701,613.21,69.524,120.834,115.209
1995-07-10,84.935,614.627,70.613,120.214,115.739
1995-07-11,84.006,607.213,71.758,112.327,116.145
1995-07-12,85.609,623.42,72.168,111.415,117.734
1995-07-13,85.956,622.85,71.958,113.671,118.86
1995-07-14,85.958,619.571,72.015,111.162,120.618
1995-07-17,86.294,617.345,71.896,112.174,122.566
1995-07-18,85.249,604.865,72.343,110.328,122.715
1995-07-19,84.431,593.442,71.316,110.138,123.256
1995-07-20,85.408,606.258,71.482,105.082,124.412
1995-07-21,84.559,596.005,71.406,104.692,124.345
1995-07-24,84.607,598.902,71.307,101.86,124.323
1995-07-25,85.522,600.343,71.595,104.662,126.993
1995-07-26,85.388,595.602,72.294,102.725,128.424
1995-07-27,85.352,597.214,72.395,100.953,128.172
1995-07-28,84.133,592.547,72.725,100.142,124.68
1995-07-31,83.416,592.041,72.819,96.83,122.619
1995-08-01,83.088,589.737,72.793,94.197,122.678
1995-08-02,83.779,597.489,73.632,88.763,124.322
1995-08-03,84.378,610.544,75.294,87.493,122.577
1995-08-04,86.415,632.637,74.998,91.603,122.833
1995-08-07,88.235,656.396,75.304,91.059,122.719
1995-08-08,87.116,645.733,74.489,88.126,122.394
1995-08-09,86.992,642.518,74.782,87.344,123.111
1995-08-10,87.605,649.257,74.393,88.467,123.229
1995-08-11,85.858,630.854,73.996,86.722,122.456
1995-08-14,84.214,613.719,73.115,85.379,121.658
1995-08-15,84.812,622.726,72.806,83.543,121.707
1995-08-16,85.105,627.452,73.182,81.937,121.732
1995-08-17,85.227,628.813,72.553,80.39,122.287
1995-08-18,85.236,630.068,72.714,78.815,122.287
1995-08-21,85.799,637.377,72.735,78.605,122.289
1995-08-22,85.505,635.542,72.178,77.135,122.107
1995-08-23,86.898,652.195,72.5,78.841,121.973
1995-08-24,86.346,647.164,72.881,81.858,120.437
1995-08-25,85.976,645.805,70.856,82.451,119.467
1995-08-28,85.866,650.249,70.574,81.152,117.873
1995-08-29,84.372,632.841,68.591,80.098,117.891
1995-08-30,83.048,614.95,68.611,81.211,117.947
1995-08-31,83.712,621.309,68.583,83.91,117.959
1995-09-01,85.253,637.982,68.495,87.809,117.952
1995-09-04,85.67,645.202,68.41,88.531,117.138
1995-09-05,85.666,650.661,69.451,89.254,114.956
1995-09-06,85.908,650.344,70.327,89.346,115.949
1995-09-07,86.12,650.344,70.207,89.817,116.753
1995-09-08,85.928,647.094,70.36,90.25,116.888
1995-09-11,86.642,657.084,70.447,90.573,116.494
1995-09-12,86.843,663.509,70.322,90.059,115.347
1995-09-13,86.951,668.544,69.794,89.671,114.292
1995-09-14,87.076,681.254,69.42,89.261,110.722
1995-09-15,87.328,681.035,69.534,89.261,111.857
1995-09-18,87.706,686.177,68.628,89.713,111.755
1995-09-19,87.591,685.317,68.065,89.751,111.624
1995-09-20,86.854,675.905,67.81,88.433,112.007
1995-09-21,86.013,664.253,67.493,87.342,112.65
1995-09-22,85.708,659.333,66.984,86.312,113.335
1995-09-25,84.808,646.747,66.289,85.365,114.054
1995-09-26,84.435,640.253,66.511,83.184,115.169
1995-09-27,83.923,640.084,66.731,79.574,113.941
1995-09-28,83.877,641.811,65.713,80.078,113.181
1995-09-29,84.932,652.461,65.454,79.78,114.228
1995-10-02,83.618,636.49,66.107,77.503,114.464
1995-10-03,82.886,630.177,66.299,73.092,114.565
1995-10-04,82.22,622.195,65.871,66.858,116.06
1995-10-05,82.865,630.45,65.343,64.403,116.757
1995-10-06,83.377,631.869,65.332,64.978,118.321
1995-10-09,83.047,627.335,65.06,65.344,118.373
1995-10-10,82.383,622.028,64.63,65.853,117.248
1995-10-11,83.296,633.32,64.312,65.818,117.412
1995-10-12,83.138,633.32,64.193,65.301,116.886
1995-10-13,83.212,635.639,64.249,66.648,116.073
1995-10-16,83.205,640.732,64.246,65.51,114.628
1995-10-17,83.502,646.658,64.958,65.717,113.757
1995-10-18,83.355,645.326,64.553,66.276,113.49
1995-10-19,82.735,642.132,64.197,66.088,112.011
1995-10-20,83.289,652.195,64.105,70.812,109.798
1995-10-23,82.164,640.695,63.434,70.555,109.007
1995-10-24,81.567,636.693,62.739,66.248,109.007
1995-10-25,80.117,615.239,62.413,70.305,109.007
1995-10-26,77.016,581.942,61.443,70.345,107.053
1995-10-27,78.037,592.766,61.24,69.73,107.971
1995-10-30,77.673,585.349,61.036,68.121,109.349
1995-10-31,78.55,591.472,61.375,67.338,111.196
1995-11-01,78.167,586.547,61.027,65.529,111.727
1995-11-02,78.041,586.547,60.593,65.136,111.35
1995-11-03,77.87,592.443,59.761,57.472,110.734
1995-11-06,76.902,585.131,58.072,58.932,108.911
1995-11-07,77.024,585.113,57.684,58.932,109.494
1995-11-08,77.092,586.032,56.805,63.357,108.461
1995-11-09,76.364,583.322,55.755,64.075,106.221
1995-11-10,74.624,564.308,55.702,63.707,105.266
1995-11-13,72.014,538.797,55.916,64.508,102.436
1995-11-14,71.468,538.068,54.767,64.706,100.46
1995-11-15,71.546,538.068,53.722,64.634,100.958
1995-11-16,73.168,562.064,52.143,64.384,100.127
1995-11-17,73.524,570.016,52.352,63.874,99.083
1995-11-20,72.505,556.932,52.942,64.94,98.762
1995-11-21,72.803,564.972,53.207,64.774,97.342
1995-11-22,72.523,567.213,54.473,64.329,95.332
1995-11-23,72.883,575.638,55.463,66.266,93.41
1995-11-24,72.426,562.255,55.568,65.894,96.025
1995-11-27,72.278,561.976,55.438,64.969,95.743
1995-11-28,71.455,555.661,55.885,65.2,94.223
1995-11-29,72.072,566.552,55.742,65.372,93.182
1995-11-30,74.296,589.67,57.003,64.562,94.979
1995-12-01,74.803,591.935,57.067,65.19,96.202
1995-12-04,74.803,592.207,56.734,65.098,96.185
1995-12-05,74.267,585.566,56.749,64.555,96.246
1995-12-06,74.837,587.095,56.15,65.762,97.929
1995-12-07,75.572,589.377,55.897,67.306,99.922
1995-12-08,75.087,585.909,55.202,68.203,98.885
1995-12-11,74.862,585.387,55.101,68.926,97.94
1995-12-12,75.251,591.656,54.718,68.926,97.567
1995-12-13,75.343,591.278,54.36,69.072,98.092
1995-12-14,73.542,568.559,54.284,69.949,97.769
1995-12-15,73.309,566.024,53.837,70.173,97.629
1995-12-18,72.471,555.738,53.349,71.1,97.318
1995-12-19,72.301,553.691,53.192,71.184,97.277
1995-12-20,74.085,572.178,54.066,75.335,97.535
1995-12-21,74.756,577.844,53.628,73.872,98.931
1995-12-22,75.35,586.2,53.5,71.24,99.363
1995-12-25,75.338,586.2,53.5,71.047,99.363
1995-12-26,75.443,587.485,53.433,71.426,99.292
1995-12-27,75.163,583.584,54.239,71.999,99.144
1995-12-28,74.685,578.066,54.149,71.999,98.96
1995-12-29,74.667,578.125,54.358,71.999,98.833
1996-01-01,74.667,578.125,54.358,71.999,98.833
1996-01-02,75.304,586.839,54.998,71.999,98.557
1996-01-03,77.945,621.374,58.691,71.999,97.796
1996-01-04,77.785,619.747,63.732,71.999,96.963
1996-01-05,77.57,619.678,63.981,71.999,96.043
1996-01-08,77.433,625.629,62.381,71.999,93.719
1996-01-09,76.785,616.969,61.959,74.429,93.283
1996-01-10,76.71,611.213,61.203,80.599,93.408
1996-01-11,77.93,623.052,62.504,82.567,93.974
1996-01-12,78.891,635.813,62.627,81.483,94.077
1996-01-15,79.579,644.253,64.259,81.526,93.958
1996-01-16,79.237,641.1,64.692,81.246,93.566
1996-01-17,78.756,640.947,63.77,78.554,92.391
1996-01-18,78.457,641.544,63.556,76.404,91.504
1996-01-19,78.605,645.644,64.248,76.433,90.674
1996-01-22,78.941,648.512,64.089,78.053,90.756
1996-01-23,79.415,657.125,63.471,77.373,90.169
1996-01-24,78.485,652.264,63.368,75.529,88.328
1996-01-25,78.249,654.603,62.668,72.256,87.484
1996-01-26,78.018,651.894,61.839,72,87.581
1996-01-29,78.465,654.034,61.801,72.675,88.598
1996-01-30,80.058,671.573,61.964,73.167,89.385
1996-01-31,80.539,677.36,62.677,73.483,89.332
1996-02-01,82.303,694.862,62.883,73.878,90.873
1996-02-02,85.028,715.611,63.145,75.334,95.13
1996-02-05,84.069,706.674,63.287,75.702,93.918
1996-02-06,83.723,706.366,64.898,75.171,92.47
1996-02-07,83.459,696.984,65.753,74.208,94.578
1996-02-08,84.755,699.372,65.538,73.542,99.462
1996-02-09,85.697,699.201,64.447,73.294,103.714
1996-02-12,86.143,703.144,63.897,72.542,104.56
1996-02-13,86.985,709.482,63.276,70.969,106.51
1996-02-14,86.509,695.045,64.233,70.586,109.23
1996-02-15,85.755,688.255,65.012,70.654,108.16
1996-02-16,84.403,676.184,65.414,70.616,106.39
1996-02-19,84.254,676.184,65.415,69.935,105.933
1996-02-20,84.016,676.184,65.486,69.075,105.138
1996-02-21,83.95,676.356,65.672,68.039,105.037
1996-02-22,84.612,684.082,65.426,64.101,106.314
1996-02-23,85.267,687.847,65.584,66.98,107.087
1996-02-26,85.525,682.996,65.092,67.599,109.684
1996-02-27,84.713,671.33,64.956,66.851,110.31
1996-02-28,85.157,676.813,65.146,66.189,110.519
1996-02-29,82.375,646.29,64.535,65.925,108.987
1996-03-01,83.792,661.881,64.442,64.063,110.315
1996-03-04,84.562,671.147,64.621,63.126,110.82
1996-03-05,85.356,675.269,64.941,64.049,112.426
1996-03-06,83.229,648.357,65.059,64.001,111.881
1996-03-07,80.933,620.063,64.077,63.971,111.209
1996-03-08,80.262,615.728,63.654,63.971,109.936
1996-03-11,79.976,618.891,60.585,63.714,108.401
1996-03-12,79.814,615.778,61.113,63.492,108.639
1996-03-13,80.558,620.525,60.318,62.436,110.433
1996-03-14,80.794,623.886,60.172,62.153,110.467
1996-03-15,80.513,626.537,61.437,62.694,108.419
1996-03-18,80.036,630.962,61.507,62.259,105.492
1996-03-19,79.237,626.986,62.484,62.021,103.533
1996-03-20,79.164,626.315,62.839,62.803,103.239
1996-03-21,80.945,640.356,62.546,64.426,105.728
1996-03-22,81.282,644.664,62.212,66.288,105.446
1996-03-25,81.7,643.951,62.575,68.65,106.665
1996-03-26,81.302,634.955,61.483,70.956,107.297
1996-03-27,81.82,640.064,61.42,69.962,108.044
1996-03-28,81.694,636.265,61.311,68.995,108.837
1996-03-29,81.95,635.134,61.567,68.937,110.089
1996-04-01,82.566,642.492,61.755,69.387,110.251
1996-04-02,83.065,640.032,62.094,72.133,112.177
1996-04-03,83.089,638.476,62.517,74.524,112.14
1996-04-04,83.323,638.476,62.254,77.747,112.368
1996-04-05,83.482,638.476,62.035,75.567,113.447
1996-04-08,82.775,624.277,61.431,75.663,114.761
1996-04-09,82.684,623.127,60.541,76.671,114.626
1996-04-10,82.486,622.24,60.566,77.201,114.013
1996-04-11,82.313,619.977,60.358,78.873,113.661
1996-04-12,83.663,634.862,60.048,79.432,114.532
1996-04-15,84.117,633.424,59.778,80.87,116.352
1996-04-16,84.571,630.904,59.214,85.842,117.759
1996-04-17,85.675,631.397,59.021,87.058,121.519
1996-04-18,85.869,629.439,58.187,83.264,123.684
1996-04-19,86.111,635.034,57.996,83.528,123.015
1996-04-22,85.915,635.786,57.744,83.86,122.033
1996-04-23,86.135,634.435,57.945,87.229,122.492
1996-04-24,87.569,633.881,57.374,92.944,126.869
1996-04-25,88.147,640.074,56.851,99.132,126.08
1996-04-26,87.632,640.469,56.866,96.988,124.495
1996-04-29,87.796,642.826,57.154,96.325,124.567
1996-04-30,87.512,641.793,58.31,96.171,123.689
1996-05-01,87.69,641.793,61.003,96.171,124.046
1996-05-02,87.928,643.376,62.225,96.171,124.36
1996-05-03,87.172,639.787,60.523,96.171,122.713
1996-05-06,86.909,642.419,59.859,97.637,120.772
1996-05-07,88.01,653.875,59.546,102.371,120.772
1996-05-08,89.037,660.64,59.672,102.26,122.761
1996-05-09,88.796,669.662,59.356,102.26,119.636
1996-05-10,88.15,665.289,58.432,102.26,118.529
1996-05-13,89.446,674.783,58.744,106.609,119.815
1996-05-14,89.324,668.538,58.165,100.649,122.393
1996-05-15,89.77,671.834,58.372,101.344,122.987
1996-05-16,89.966,672.718,58.199,100.268,123.72
1996-05-17,89.777,677.321,58.292,100.385,121.716
1996-05-20,90.01,688.573,59.457,101.682,119.092
1996-05-21,89.947,690.76,60.082,102.275,118.057
1996-05-22,90.532,697.112,60.203,103.648,118.198
1996-05-23,89.447,679.093,59.982,108.935,118.002
1996-05-24,90.659,683.736,59.432,123.367,118.284
1996-05-27,90.963,685.838,59.818,134.724,116.409
1996-05-28,91.537,691.284,59.472,141.031,115.768
1996-05-29,91.388,682.935,60.192,132.189,119.285
1996-05-30,90.96,685.804,60.21,126.368,118.121
1996-05-31,91.866,690.596,60.629,131.549,119.053
1996-06-03,92.088,682.379,60.29,133.689,121.725
1996-06-04,91.581,679.779,59.998,129.814,121.392
1996-06-05,91.228,677.505,59.309,122.671,122.278
1996-06-06,91.682,677.505,58.761,124.96,123.557
1996-06-07,91.735,671.933,59.567,127.928,124.567
1996-06-10,91.73,664.605,59.051,134.388,125.261
1996-06-11,91.562,659.222,59.02,136.518,125.667
1996-06-12,92.539,667.923,59.419,136.518,126.881
1996-06-13,92.694,665.336,59.487,135.616,128.355
1996-06-14,94.645,683.036,61.222,135.05,130.704
1996-06-17,97.296,703.177,61.627,156.013,130.626
1996-06-18,98.031,710.258,62.684,158.989,130.683
1996-06-19,96.916,708.943,61.883,153.709,128.08
1996-06-20,97.252,708.098,61.656,158.051,128.68
1996-06-21,98.747,729.383,61.571,166.123,126.705
1996-06-24,100.52,741.984,61.722,180.909,126.746
1996-06-25,99.512,727.366,61.105,191.772,124.797
1996-06-26,100.322,741.712,60.928,193.152,123.596
1996-06-27,100.804,737.906,60.733,205.329,123.926
1996-06-28,98.546,723.947,61.354,187.101,123.038
1996-07-01,98.725,731.894,60.631,181.847,122.706
1996-07-02,99.964,744.044,60.966,190.975,122.078
1996-07-03,99.993,751.993,61.124,190.975,120.012
1996-07-04,101.309,757.452,60.906,204.784,120.583
1996-07-05,100.417,744.37,61.073,200.671,121.655
1996-07-08,99.441,744.869,59.724,182.791,121.746
1996-07-09,98.749,755.215,60.331,168.163,119.328
1996-07-10,97.162,745.87,60.366,150.464,119.63
1996-07-11,96.952,745.823,59.874,145.568,119.932
1996-07-12,97.845,759.617,59.403,148.476,118.953
1996-07-15,97.5,742.673,59.392,163.013,119.271
1996-07-16,95.68,731.21,59.635,156.149,117.031
1996-07-17,95.635,727.244,59.813,151.572,118.861
1996-07-18,95.989,728.831,60.17,150.522,119.917
1996-07-19,97.528,749.23,60.585,149.552,120.24
1996-07-22,96.979,738.43,60.849,146.592,121.712
1996-07-23,94.928,732.336,60.112,137.633,117.703
1996-07-24,93.099,717.828,59.534,132.106,116.072
1996-07-25,93.163,718.674,59.246,136.299,115.247
1996-07-26,91.918,707.747,59.976,133.009,114.2
1996-07-29,90.892,700.364,60.017,139.265,111.11
1996-07-30,91.775,717.754,59.018,139.324,109.765
1996-07-31,92.292,715.099,58.895,138.931,112.49
1996-08-01,94.007,731.595,59.133,145.352,113.015
1996-08-02,94.757,738.935,59.251,151.223,112.579
1996-08-05,94.15,729.294,59.371,158.105,111.512
1996-08-06,93.346,720.643,59.335,154.818,111.563
1996-08-07,93.969,724.199,59.28,152.026,113.486
1996-08-08,94.112,729.921,60.153,155.145,111.725
1996-08-09,94.057,728,60.144,157.315,111.596
1996-08-12,94.375,734.718,59.941,158.64,110.702
1996-08-13,94.096,728.137,59.852,164.26,110.305
1996-08-14,94.174,728.539,59.531,171.26,108.85
1996-08-15,95.137,739.198,59.617,174.537,108.85
1996-08-16,94.34,738.938,60.613,168.169,107.184
1996-08-19,93.485,735.761,61.146,171.709,104.115
1996-08-20,93.64,740.491,60.626,164.475,104.949
1996-08-21,93.775,734.249,60.801,161.861,107.635
1996-08-22,93.441,726.081,61.772,168.064,107.224
1996-08-23,93.432,721.65,61.958,168.071,108.356
1996-08-26,92.226,705.386,62.058,168.933,108.099
1996-08-27,92.712,712.693,61.092,167.765,108.271
1996-08-28,93.703,726.766,59.775,167.825,108.271
1996-08-29,94.032,725.386,59.337,168.357,109.788
1996-08-30,94.396,727.11,58.705,171.461,110.099
1996-09-02,94.537,724.115,58.319,171.936,111.365
1996-09-03,94.147,727.735,57.623,168.813,109.667
1996-09-04,94.44,728.969,58.11,170.674,109.962
1996-09-05,93.801,726.813,58.352,161.73,109.962
1996-09-06,94.201,731.283,58.273,162.419,110.1
1996-09-09,94.056,733.939,58.303,161.658,108.974
1996-09-10,93.507,735.756,58.026,154.98,107.818
1996-09-11,92.575,730.891,57.803,151.652,106.381
1996-09-12,92.775,732.705,57.578,153.472,106.318
1996-09-13,93.616,742.804,57.556,160.825,105.209
1996-09-16,94.046,749.18,58.114,159.696,105.209
1996-09-17,93.815,747.177,57.842,158.278,105.209
1996-09-18,94.138,745.281,57.105,160.948,106.489
1996-09-19,94.067,750.314,57.672,160.711,104.821
1996-09-20,94.166,753.701,57.467,159.5,104.54
1996-09-23,93.322,749.746,57.727,151.112,104.148
1996-09-24,93.019,750.133,57.722,144.645,104.232
1996-09-25,92.807,743.879,57.429,148.816,104.341
1996-09-26,92.965,748.11,57.851,150.308,103.413
1996-09-27,92.239,744.153,57.894,149.749,101.894
1996-09-30,91.944,740.658,58.025,152.924,101.087
1996-10-01,92.202,747.249,58.205,150.239,100.77
1996-10-02,92.851,755.726,58.419,149.889,100.911
1996-10-03,92.54,755.726,58.666,149.341,99.83
1996-10-04,92.072,761.361,59.194,149.186,96.505
1996-10-07,91.451,761.598,59.842,153.086,93.256
1996-10-08,92.283,765.337,59.41,160.115,94.006
1996-10-09,92.684,763.239,59.414,168.107,94.492
1996-10-10,93.442,762.484,59.683,170.256,97.043
1996-10-11,94.024,763.384,59.254,171.508,98.768
1996-10-14,93.865,766.428,59.631,174.176,96.779
1996-10-15,94.643,776.364,60.322,172.74,97.145
1996-10-16,94.164,773.244,59.696,170.478,96.747
1996-10-17,93.866,773.326,59.529,163.859,96.939
1996-10-18,93.932,777.416,59.5,157.688,97.284
1996-10-21,94.652,777.522,59.333,172.691,97.007
1996-10-22,94.868,768.964,59.162,173.236,100.053
1996-10-23,95.865,767.895,58.8,176.823,103.392
1996-10-24,94.92,768.824,58.562,170.038,100.99
1996-10-25,94.163,760.825,58.616,166.286,101.093
1996-10-28,93.384,751.552,57.982,163.953,101.276
1996-10-29,94.058,763.864,57.065,163.352,100.704
1996-10-30,93.378,763.419,56.757,160.544,98.936
1996-10-31,93.464,759.698,56.482,167.078,98.873
1996-11-01,93.853,767.663,56.402,166.769,98.237
1996-11-04,93.441,766.629,56.195,168.927,96.527
1996-11-05,93.352,767.621,56.053,169.603,95.792
1996-11-06,93.529,769.552,56.166,172.236,95.331
1996-11-07,93.452,766.934,55.901,171.433,95.971
1996-11-08,92.639,758.525,54.958,171.819,95.263
1996-11-11,93.243,761.35,54.231,175.547,96.039
1996-11-12,93.029,756.405,54.405,177.301,96.179
1996-11-13,93.343,758.371,55.021,174.856,97.271
1996-11-14,92.854,756.174,55.063,172.302,96.59
1996-11-15,93.238,756.174,55.397,174.689,97.462
1996-11-18,93.706,758.601,56.081,175.278,98.332
1996-11-19,93.379,756.119,57.145,174.677,97.767
1996-11-20,92.72,753.451,59.083,175.795,95.511
1996-11-21,92.983,758.459,59.629,176.983,94.795
1996-11-22,92.339,758.744,60.362,175.107,92.615
1996-11-25,92.596,761.362,61.655,173.775,92.976
1996-11-26,91.983,758.267,62.988,171.383,91.863
1996-11-27,91.238,755.279,62.028,170.734,90.157
1996-11-28,91.438,758.904,62.197,171.152,89.803
1996-11-29,91.671,760.259,63.003,171.72,90.072
1996-12-02,91.656,763.777,64.7,172.464,88.662
1996-12-03,92.188,774.607,68.324,172.953,87.096
1996-12-04,91.56,772.18,69.575,173.206,85.178
1996-12-05,93.198,788.305,70.094,172.581,86.988
1996-12-06,92.402,779.735,70.414,166.067,87.722
1996-12-09,92.214,777.447,72.704,167.32,87.053
1996-12-10,92.331,777.607,76.996,168.699,86.556
1996-12-11,92.181,763.08,78.091,167.107,90.154
1996-12-12,91.47,759.136,74.992,167.134,88.984
1996-12-13,91.039,755.926,70.728,167.053,88.848
1996-12-16,91.448,755.606,66.235,167.532,90.981
1996-12-17,92.261,765.346,64.801,166.633,91.766
1996-12-18,93.581,780.582,66.892,167.194,92.149
1996-12-19,93.657,778.114,67.002,167.47,93.032
1996-12-20,94.486,782.816,66.766,168.597,94.644
