"Date","MSCI_JAPAN_price_index","MSCI_USA_price_index","MSCI_UK_price_index","MSCI_FRANCE_price_index","MSCI_CANADA_price_index","MSCI_GERMANY_price_index","MSCI_ITALY_price_index"
1969-12-31,100,100,100,100,100,100,100
1970-01-01,100,100,100,100,100,100,100
1970-01-02,100,100,100,100,100,100,100
1970-01-05,100,100,100,100,100,100,100
1970-01-06,100,100,100,100,100,100,100
1970-01-07,102.528,99.903,100.409,100,101.383,100,101.03
1970-01-08,102.528,99.903,100.409,100,101.383,100,101.03
1970-01-09,102.528,99.903,100.409,100,101.383,100,101.03
1970-01-12,102.528,99.903,100.409,100,101.383,100,101.03
1970-01-13,102.528,99.903,100.409,100,101.383,100,101.03
1970-01-14,98.711,103.841,99.603,101.98,100,96.691,99.441
1970-01-15,98.711,103.841,99.603,101.98,100,96.691,99.441
1970-01-16,98.711,103.841,99.603,101.98,100,96.691,99.441
1970-01-19,98.711,103.841,99.603,101.98,100,96.691,99.441
1970-01-20,98.711,103.841,99.603,101.98,100,96.691,99.441
1970-01-21,98.944,101.597,97.834,103.343,104.402,95.659,102.577
1970-01-22,98.944,101.597,97.834,103.343,104.402,95.659,102.577
1970-01-23,98.944,101.597,97.834,103.343,104.402,95.659,102.577
1970-01-26,98.944,101.597,97.834,103.343,104.402,95.659,102.577
1970-01-27,98.944,101.597,97.834,103.343,104.402,95.659,102.577
1970-01-28,98.587,100.201,94.495,105.301,102.909,95.78,102.902
1970-01-29,98.587,100.201,94.495,105.301,102.909,95.78,102.902
1970-01-30,98.135,99.069,92.592,103.671,102.195,94.971,103.906
1970-02-02,98.135,99.069,92.592,103.671,102.195,94.971,103.906
1970-02-03,98.135,99.069,92.592,103.671,102.195,94.971,103.906
1970-02-04,98.591,99.122,93.863,104.679,101.852,93.486,102.955
1970-02-05,98.591,99.122,93.863,104.679,101.852,93.486,102.955
1970-02-06,98.591,99.122,93.863,104.679,101.852,93.486,102.955
1970-02-09,98.591,99.122,93.863,104.679,101.852,93.486,102.955
1970-02-10,98.591,99.122,93.863,104.679,101.852,93.486,102.955
1970-02-11,97.968,98.419,95.24,102.127,103.167,94.763,100.82
1970-02-12,97.968,98.419,95.24,102.127,103.167,94.763,100.82
1970-02-13,97.968,98.419,95.24,102.127,103.167,94.763,100.82
1970-02-16,97.968,98.419,95.24,102.127,103.167,94.763,100.82
1970-02-17,97.968,98.419,95.24,102.127,103.167,94.763,100.82
1970-02-18,97.207,97.16,95.768,100.779,103.788,93.093,101.367
1970-02-19,97.207,97.16,95.768,100.779,103.788,93.093,101.367
1970-02-20,97.207,97.16,95.768,100.779,103.788,93.093,101.367
1970-02-23,97.207,97.16,95.768,100.779,103.788,93.093,101.367
1970-02-24,97.207,97.16,95.768,100.779,103.788,93.093,101.367
1970-02-25,98.607,94.779,97.301,101.601,104.667,93.177,101.089
1970-02-26,98.607,94.779,97.301,101.601,104.667,93.177,101.089
1970-02-27,99.057,93.564,97.527,100.642,106.475,91.998,100.889
1970-03-02,99.057,93.564,97.527,100.642,106.475,91.998,100.889
1970-03-03,99.057,93.564,97.527,100.642,106.475,91.998,100.889
1970-03-04,100.162,94.338,98.15,99.618,105.955,90.42,101.48
1970-03-05,100.162,94.338,98.15,99.618,105.955,90.42,101.48
1970-03-06,100.162,94.338,98.15,99.618,105.955,90.42,101.48
1970-03-09,100.162,94.338,98.15,99.618,105.955,90.42,101.48
1970-03-10,100.162,94.338,98.15,99.618,105.955,90.42,101.48
1970-03-11,101.091,95.448,96.803,99.011,105.41,90.866,101.079
1970-03-12,101.091,95.448,96.803,99.011,105.41,90.866,101.079
1970-03-13,101.091,95.448,96.803,99.011,105.41,90.866,101.079
1970-03-16,101.091,95.448,96.803,99.011,105.41,90.866,101.079
1970-03-17,101.091,95.448,96.803,99.011,105.41,90.866,101.079
1970-03-18,101.024,94.5,95.492,98.524,105.043,92.646,101.601
1970-03-19,101.024,94.5,95.492,98.524,105.043,92.646,101.601
1970-03-20,101.024,94.5,95.492,98.524,105.043,92.646,101.601
1970-03-23,101.024,94.5,95.492,98.524,105.043,92.646,101.601
1970-03-24,101.024,94.5,95.492,98.524,105.043,92.646,101.601
1970-03-25,101.172,94.016,97.955,98.493,106.14,91.276,103.213
1970-03-26,101.172,94.016,97.955,98.493,106.14,91.276,103.213
1970-03-27,101.172,94.016,97.955,98.493,106.14,91.276,103.213
1970-03-30,101.172,94.016,97.955,98.493,106.14,91.276,103.213
1970-03-31,102.793,95.651,97.829,99.325,107.304,92.632,104.277
1970-04-01,102.671,94.943,98.293,98.936,108.199,93.518,103.378
1970-04-02,102.671,94.943,98.293,98.936,108.199,93.518,103.378
1970-04-03,102.671,94.943,98.293,98.936,108.199,93.518,103.378
1970-04-06,102.671,94.943,98.293,98.936,108.199,93.518,103.378
1970-04-07,102.671,94.943,98.293,98.936,108.199,93.518,103.378
1970-04-08,102.182,92.904,96.493,99.876,106.94,94.642,105.19
1970-04-09,102.182,92.904,96.493,99.876,106.94,94.642,105.19
1970-04-10,102.182,92.904,96.493,99.876,106.94,94.642,105.19
1970-04-13,102.182,92.904,96.493,99.876,106.94,94.642,105.19
1970-04-14,102.182,92.904,96.493,99.876,106.94,94.642,105.19
1970-04-15,101.428,94.488,94.641,98.299,102.143,93.567,107.009
1970-04-16,101.428,94.488,94.641,98.299,102.143,93.567,107.009
1970-04-17,101.428,94.488,94.641,98.299,102.143,93.567,107.009
1970-04-20,101.428,94.488,94.641,98.299,102.143,93.567,107.009
1970-04-21,101.428,94.488,94.641,98.299,102.143,93.567,107.009
1970-04-22,99.465,91.458,92.033,96.158,98.924,92.133,108.122
1970-04-23,99.465,91.458,92.033,96.158,98.924,92.133,108.122
1970-04-24,99.465,91.458,92.033,96.158,98.924,92.133,108.122
1970-04-27,99.465,91.458,92.033,96.158,98.924,92.133,108.122
1970-04-28,99.465,91.458,92.033,96.158,98.924,92.133,108.122
1970-04-29,95.558,85.516,89.38,92.612,94.228,85.966,103.795
1970-04-30,90.061,85.666,89.088,93.254,94.786,88.161,103.795
1970-05-01,90.061,85.666,89.088,93.254,94.786,88.161,103.795
1970-05-04,90.061,85.666,89.088,93.254,94.786,88.161,103.795
1970-05-05,90.061,85.666,89.088,93.254,94.786,88.161,103.795
1970-05-06,92.685,87.898,86.756,92.491,93.998,88.091,103.882
1970-05-07,92.685,87.898,86.756,92.491,93.998,88.091,103.882
1970-05-08,92.685,87.898,86.756,92.491,93.998,88.091,103.882
1970-05-11,92.685,87.898,86.756,92.491,93.998,88.091,103.882
1970-05-12,92.685,87.898,86.756,92.491,93.998,88.091,103.882
1970-05-13,90.195,83.768,83.675,92.73,90.252,84.92,101.937
1970-05-14,90.195,83.768,83.675,92.73,90.252,84.92,101.937
1970-05-15,90.195,83.768,83.675,92.73,90.252,84.92,101.937
1970-05-18,90.195,83.768,83.675,92.73,90.252,84.92,101.937
1970-05-19,90.195,83.768,83.675,92.73,90.252,84.92,101.937
1970-05-20,86.846,79.909,80.509,89.438,86.244,80.144,93.241
1970-05-21,86.846,79.909,80.509,89.438,86.244,80.144,93.241
1970-05-22,86.846,79.909,80.509,89.438,86.244,80.144,93.241
1970-05-25,84.826,76.385,76.846,86.378,80.932,73.572,91.674
1970-05-26,84.826,76.385,76.846,86.378,80.932,73.572,91.674
1970-05-27,84.826,76.385,76.846,86.378,80.932,73.572,91.674
1970-05-28,84.826,76.385,76.846,86.378,80.932,73.572,91.674
1970-05-29,87.377,81.149,83.789,90.563,85.524,79.689,93.792
1970-06-01,87.377,81.149,83.789,90.563,85.524,79.689,93.792
1970-06-02,87.377,81.149,83.789,90.563,85.524,79.689,93.792
1970-06-03,89.499,82.16,85.987,90.802,88.552,80.933,93.632
1970-06-04,89.499,82.16,85.987,90.802,88.552,80.933,93.632
1970-06-05,89.499,82.16,85.987,90.802,88.552,80.933,93.632
1970-06-08,89.499,82.16,85.987,90.802,88.552,80.933,93.632
1970-06-09,89.499,82.16,85.987,90.802,88.552,80.933,93.632
1970-06-10,88.814,79.584,82.838,90.83,88.538,80.05,93.824
1970-06-11,88.814,79.584,82.838,90.83,88.538,80.05,93.824
1970-06-12,88.814,79.584,82.838,90.83,88.538,80.05,93.824
1970-06-15,88.814,79.584,82.838,90.83,88.538,80.05,93.824
1970-06-16,88.814,79.584,82.838,90.83,88.538,80.05,93.824
1970-06-17,87.728,80.638,83.569,90.404,88.72,80.565,90.209
1970-06-18,87.728,80.638,83.569,90.404,88.72,80.565,90.209
1970-06-19,87.728,80.638,83.569,90.404,88.72,80.565,90.209
1970-06-22,87.728,80.638,83.569,90.404,88.72,80.565,90.209
1970-06-23,87.728,80.638,83.569,90.404,88.72,80.565,90.209
1970-06-24,88.877,82.925,81.495,88.289,87.03,77.332,90.859
1970-06-25,88.877,82.925,81.495,88.289,87.03,77.332,90.859
1970-06-26,88.877,82.925,81.495,88.289,87.03,77.332,90.859
1970-06-29,88.877,82.925,81.495,88.289,87.03,77.332,90.859
1970-06-30,88.687,84.601,80.099,88.219,89.558,76.548,89.173
1970-07-01,88.805,84.433,80.542,87.935,88.692,76.992,87.674
1970-07-02,88.805,84.433,80.542,87.935,88.692,76.992,87.674
1970-07-03,88.805,84.433,80.542,87.935,88.692,76.992,87.674
1970-07-06,88.805,84.433,80.542,87.935,88.692,76.992,87.674
1970-07-07,88.805,84.433,80.542,87.935,88.692,76.992,87.674
1970-07-08,88.268,83.265,80.676,86.414,88.843,77.283,86.339
1970-07-09,88.268,83.265,80.676,86.414,88.843,77.283,86.339
1970-07-10,88.268,83.265,80.676,86.414,88.843,77.283,86.339
1970-07-13,88.268,83.265,80.676,86.414,88.843,77.283,86.339
1970-07-14,88.268,83.265,80.676,86.414,88.843,77.283,86.339
1970-07-15,87.573,81.864,83.098,88.369,89.384,79.01,87.427
1970-07-16,87.573,81.864,83.098,88.369,89.384,79.01,87.427
1970-07-17,87.573,81.864,83.098,88.369,89.384,79.01,87.427
1970-07-20,87.573,81.864,83.098,88.369,89.384,79.01,87.427
1970-07-21,87.573,81.864,83.098,88.369,89.384,79.01,87.427
1970-07-22,88.485,83.131,84.714,89.443,92.883,78.412,89.603
1970-07-23,88.485,83.131,84.714,89.443,92.883,78.412,89.603
1970-07-24,88.485,83.131,84.714,89.443,92.883,78.412,89.603
1970-07-27,88.485,83.131,84.714,89.443,92.883,78.412,89.603
1970-07-28,88.485,83.131,84.714,89.443,92.883,78.412,89.603
1970-07-29,88.351,86.033,85.848,93.321,95.061,80.353,92.125
1970-07-30,88.351,86.033,85.848,93.321,95.061,80.353,92.125
1970-07-31,88.586,87.533,85.851,93.105,95.705,81.008,91.445
1970-08-03,88.586,87.533,85.851,93.105,95.705,81.008,91.445
1970-08-04,88.586,87.533,85.851,93.105,95.705,81.008,91.445
1970-08-05,88.187,87.105,84.691,92.45,96.927,82.276,93.434
1970-08-06,88.187,87.105,84.691,92.45,96.927,82.276,93.434
1970-08-07,88.187,87.105,84.691,92.45,96.927,82.276,93.434
1970-08-10,88.187,87.105,84.691,92.45,96.927,82.276,93.434
1970-08-11,88.187,87.105,84.691,92.45,96.927,82.276,93.434
1970-08-12,87.068,86.065,82.379,91.213,96.43,84.228,93.897
1970-08-13,87.068,86.065,82.379,91.213,96.43,84.228,93.897
1970-08-14,87.068,86.065,82.379,91.213,96.43,84.228,93.897
1970-08-17,87.068,86.065,82.379,91.213,96.43,84.228,93.897
1970-08-18,87.068,86.065,82.379,91.213,96.43,84.228,93.897
1970-08-19,87.725,85.879,83.972,92.035,96.535,82.213,93.897
1970-08-20,87.725,85.879,83.972,92.035,96.535,82.213,93.897
1970-08-21,87.725,85.879,83.972,92.035,96.535,82.213,93.897
1970-08-24,87.725,85.879,83.972,92.035,96.535,82.213,93.897
1970-08-25,87.725,85.879,83.972,92.035,96.535,82.213,93.897
1970-08-26,88.044,87.345,88.764,93.353,98.266,82.977,91.178
1970-08-27,88.044,87.345,88.764,93.353,98.266,82.977,91.178
1970-08-28,88.044,87.345,88.764,93.353,98.266,82.977,91.178
1970-08-31,87.343,87.108,89.109,92.483,99.774,81.757,91.278
1970-09-01,87.343,87.108,89.109,92.483,99.774,81.757,91.278
1970-09-02,87.435,85.568,88.483,91.907,100.181,81.693,89.608
1970-09-03,87.435,85.568,88.483,91.907,100.181,81.693,89.608
1970-09-04,87.435,85.568,88.483,91.907,100.181,81.693,89.608
1970-09-07,87.435,85.568,88.483,91.907,100.181,81.693,89.608
1970-09-08,87.435,85.568,88.483,91.907,100.181,81.693,89.608
1970-09-09,88.861,86.855,90.557,91.079,102.293,80.897,88.737
1970-09-10,88.861,86.855,90.557,91.079,102.293,80.897,88.737
1970-09-11,88.861,86.855,90.557,91.079,102.293,80.897,88.737
1970-09-14,88.861,86.855,90.557,91.079,102.293,80.897,88.737
1970-09-15,88.861,86.855,90.557,91.079,102.293,80.897,88.737
1970-09-16,88.397,86.431,89.312,90.06,102.107,78.604,87.629
1970-09-17,88.397,86.431,89.312,90.06,102.107,78.604,87.629
1970-09-18,88.397,86.431,89.312,90.06,102.107,78.604,87.629
1970-09-21,88.397,86.431,89.312,90.06,102.107,78.604,87.629
1970-09-22,88.397,86.431,89.312,90.06,102.107,78.604,87.629
1970-09-23,87.463,90.288,90.381,89.316,104.202,79.027,88.364
1970-09-24,87.463,90.288,90.381,89.316,104.202,79.027,88.364
1970-09-25,87.463,90.288,90.381,89.316,104.202,79.027,88.364
1970-09-28,87.463,90.288,90.381,89.316,104.202,79.027,88.364
1970-09-29,87.463,90.288,90.381,89.316,104.202,79.027,88.364
1970-09-30,86.037,91.989,91.875,89.657,106.006,80.219,88.864
1970-10-01,86.037,91.989,91.875,89.657,106.006,80.219,88.864
1970-10-02,86.037,91.989,91.875,89.657,106.006,80.219,88.864
1970-10-05,86.037,91.989,91.875,89.657,106.006,80.219,88.864
1970-10-06,86.037,91.989,91.875,89.657,106.006,80.219,88.864
1970-10-07,86.76,95.207,94.577,91.121,109.293,78.918,88.686
1970-10-08,86.76,95.207,94.577,91.121,109.293,78.918,88.686
1970-10-09,86.76,95.207,94.577,91.121,109.293,78.918,88.686
1970-10-12,86.76,95.207,94.577,91.121,109.293,78.918,88.686
1970-10-13,86.76,95.207,94.577,91.121,109.293,78.918,88.686
1970-10-14,86.723,94.185,91.664,90.198,107.422,77.599,87.511
1970-10-15,86.723,94.185,91.664,90.198,107.422,77.599,87.511
1970-10-16,86.723,94.185,91.664,90.198,107.422,77.599,87.511
1970-10-19,86.723,94.185,91.664,90.198,107.422,77.599,87.511
1970-10-20,86.723,94.185,91.664,90.198,107.422,77.599,87.511
1970-10-21,86.701,94.541,91.243,92.268,106.627,80.121,86.765
1970-10-22,86.701,94.541,91.243,92.268,106.627,80.121,86.765
1970-10-23,86.701,94.541,91.243,92.268,106.627,80.121,86.765
1970-10-26,86.701,94.541,91.243,92.268,106.627,80.121,86.765
1970-10-27,86.701,94.541,91.243,92.268,106.627,80.121,86.765
1970-10-28,86.581,93.295,91.064,91.32,105.131,79.917,85.577
1970-10-29,86.581,93.295,91.064,91.32,105.131,79.917,85.577
1970-10-30,86.845,91.557,90.95,90.75,104.251,78.815,84.714
1970-11-02,86.845,91.557,90.95,90.75,104.251,78.815,84.714
1970-11-03,86.845,91.557,90.95,90.75,104.251,78.815,84.714
1970-11-04,87.521,91.444,92.27,91.598,106.575,78.879,83.85
1970-11-05,87.521,91.444,92.27,91.598,106.575,78.879,83.85
1970-11-06,87.521,91.444,92.27,91.598,106.575,78.879,83.85
1970-11-09,87.521,91.444,92.27,91.598,106.575,78.879,83.85
1970-11-10,87.521,91.444,92.27,91.598,106.575,78.879,83.85
1970-11-11,87.349,87.965,93.133,91.672,107.404,78.05,83.016
1970-11-12,87.349,87.965,93.133,91.672,107.404,78.05,83.016
1970-11-13,87.349,87.965,93.133,91.672,107.404,78.05,83.016
1970-11-16,87.349,87.965,93.133,91.672,107.404,78.05,83.016
1970-11-17,87.349,87.965,93.133,91.672,107.404,78.05,83.016
1970-11-18,86.572,87.268,90.816,90.215,104.321,76.484,81.512
1970-11-19,86.572,87.268,90.816,90.215,104.321,76.484,81.512
1970-11-20,86.572,87.268,90.816,90.215,104.321,76.484,81.512
1970-11-23,86.572,87.268,90.816,90.215,104.321,76.484,81.512
1970-11-24,86.572,87.268,90.816,90.215,104.321,76.484,81.512
1970-11-25,85.59,86.48,93.312,89.829,106.762,73.686,81.512
1970-11-26,85.59,86.48,93.312,89.829,106.762,73.686,81.512
1970-11-27,85.59,86.48,93.312,89.829,106.762,73.686,81.512
1970-11-30,84.039,85.076,95.67,89.764,108.919,75.754,82.847
1970-12-01,84.039,85.076,95.67,89.764,108.919,75.754,82.847
1970-12-02,84.35,86.512,97.11,89.963,108.886,75.169,84.693
1970-12-03,84.35,86.512,97.11,89.963,108.886,75.169,84.693
1970-12-04,84.35,86.512,97.11,89.963,108.886,75.169,84.693
1970-12-07,84.35,86.512,97.11,89.963,108.886,75.169,84.693
1970-12-08,84.35,86.512,97.11,89.963,108.886,75.169,84.693
1970-12-09,83.096,86.305,98.21,90.35,109.678,73.978,81.479
1970-12-10,83.096,86.305,98.21,90.35,109.678,73.978,81.479
1970-12-11,83.096,86.305,98.21,90.35,109.678,73.978,81.479
1970-12-14,83.096,86.305,98.21,90.35,109.678,73.978,81.479
1970-12-15,83.096,86.305,98.21,90.35,109.678,73.978,81.479
1970-12-16,83.5,89.463,98.375,89.891,108.871,74.807,80.567
1970-12-17,83.5,89.463,98.375,89.891,108.871,74.807,80.567
1970-12-18,83.5,89.463,98.375,89.891,108.871,74.807,80.567
1970-12-21,83.5,89.463,98.375,89.891,108.871,74.807,80.567
1970-12-22,83.5,89.463,98.375,89.891,108.871,74.807,80.567
1970-12-23,83.959,89.824,98.85,90.43,109.638,73.49,80.665
1970-12-24,83.959,89.824,98.85,90.43,109.638,73.49,80.665
1970-12-25,83.959,89.824,98.85,90.43,109.638,73.49,80.665
1970-12-28,83.959,89.824,98.85,90.43,109.638,73.49,80.665
1970-12-29,83.959,89.824,98.85,90.43,109.638,73.49,80.665
1970-12-30,84.422,90.677,101.196,91.124,111.075,73.373,80.564
1970-12-31,84.422,90.171,100.927,91.298,111.571,73.272,79.683
1971-01-01,84.422,90.171,100.927,91.298,111.571,73.272,79.683
1971-01-04,84.422,90.171,100.927,91.298,111.571,73.272,79.683
1971-01-05,84.422,90.171,100.927,91.298,111.571,73.272,79.683
1971-01-06,84.639,89.849,101.163,91.639,112.257,75.343,78.929
1971-01-07,84.639,89.849,101.163,91.639,112.257,75.343,78.929
1971-01-08,84.639,89.849,101.163,91.639,112.257,75.343,78.929
1971-01-11,84.639,89.849,101.163,91.639,112.257,75.343,78.929
1971-01-12,84.639,89.849,101.163,91.639,112.257,75.343,78.929
1971-01-13,87.962,90.177,101.755,93.329,113.025,79.548,77.958
1971-01-14,87.962,90.177,101.755,93.329,113.025,79.548,77.958
1971-01-15,87.962,90.177,101.755,93.329,113.025,79.548,77.958
1971-01-18,87.962,90.177,101.755,93.329,113.025,79.548,77.958
1971-01-19,87.962,90.177,101.755,93.329,113.025,79.548,77.958
1971-01-20,88.542,89.21,102.935,93.269,114.433,80.195,77.234
1971-01-21,88.542,89.21,102.935,93.269,114.433,80.195,77.234
1971-01-22,88.542,89.21,102.935,93.269,114.433,80.195,77.234
1971-01-25,88.542,89.21,102.935,93.269,114.433,80.195,77.234
1971-01-26,88.542,89.21,102.935,93.269,114.433,80.195,77.234
1971-01-27,88.728,90.368,104.326,96.347,114.179,81.398,81.066
1971-01-28,88.728,90.368,104.326,96.347,114.179,81.398,81.066
1971-01-29,88.749,90.221,105.338,95.686,114.963,83.577,80.519
1971-02-01,88.749,90.221,105.338,95.686,114.963,83.577,80.519
1971-02-02,88.749,90.221,105.338,95.686,114.963,83.577,80.519
1971-02-03,89.65,89.755,106.074,95.022,114.669,82.584,79.866
1971-02-04,89.65,89.755,106.074,95.022,114.669,82.584,79.866
1971-02-05,89.65,89.755,106.074,95.022,114.669,82.584,79.866
1971-02-08,89.65,89.755,106.074,95.022,114.669,82.584,79.866
1971-02-09,89.65,89.755,106.074,95.022,114.669,82.584,79.866
1971-02-10,89.983,87.634,106.787,95.079,115.962,82.416,80.559
1971-02-11,89.983,87.634,106.787,95.079,115.962,82.416,80.559
1971-02-12,89.983,87.634,106.787,95.079,115.962,82.416,80.559
1971-02-15,89.983,87.634,106.787,95.079,115.962,82.416,80.559
1971-02-16,89.983,87.634,106.787,95.079,115.962,82.416,80.559
1971-02-17,91.082,91.728,107.431,95.319,116.245,88.001,83.319
1971-02-18,91.082,91.728,107.431,95.319,116.245,88.001,83.319
1971-02-19,91.082,91.728,107.431,95.319,116.245,88.001,83.319
1971-02-22,91.082,91.728,107.431,95.319,116.245,88.001,83.319
1971-02-23,91.082,91.728,107.431,95.319,116.245,88.001,83.319
1971-02-24,91.986,89.744,106.105,95.121,114.826,87.062,83.532
1971-02-25,91.986,89.744,106.105,95.121,114.826,87.062,83.532
1971-02-26,92.537,88.342,106.18,94.843,114.483,86.937,82.663
1971-03-01,92.537,88.342,106.18,94.843,114.483,86.937,82.663
1971-03-02,92.537,88.342,106.18,94.843,114.483,86.937,82.663
1971-03-03,93.28,87.556,106.383,93.698,114.563,86.433,82.912
1971-03-04,93.28,87.556,106.383,93.698,114.563,86.433,82.912
1971-03-05,93.28,87.556,106.383,93.698,114.563,86.433,82.912
1971-03-08,93.28,87.556,106.383,93.698,114.563,86.433,82.912
1971-03-09,93.28,87.556,106.383,93.698,114.563,86.433,82.912
1971-03-10,95.883,90.29,109.009,93.943,116.942,87.73,82.311
1971-03-11,95.883,90.29,109.009,93.943,116.942,87.73,82.311
1971-03-12,95.883,90.29,109.009,93.943,116.942,87.73,82.311
1971-03-15,95.883,90.29,109.009,93.943,116.942,87.73,82.311
1971-03-16,95.883,90.29,109.009,93.943,116.942,87.73,82.311
1971-03-17,97.43,89.863,111.079,93.199,118.485,87.892,80.841
1971-03-18,97.43,89.863,111.079,93.199,118.485,87.892,80.841
1971-03-19,97.43,89.863,111.079,93.199,118.485,87.892,80.841
1971-03-22,97.43,89.863,111.079,93.199,118.485,87.892,80.841
1971-03-23,97.43,89.863,111.079,93.199,118.485,87.892,80.841
1971-03-24,99.068,91.49,109.537,93.263,118.26,86.543,79.756
1971-03-25,99.068,91.49,109.537,93.263,118.26,86.543,79.756
1971-03-26,99.068,91.49,109.537,93.263,118.26,86.543,79.756
1971-03-29,99.068,91.49,109.537,93.263,118.26,86.543,79.756
1971-03-30,99.068,91.49,109.537,93.263,118.26,86.543,79.756
1971-03-31,99.89,95.724,110.273,92.773,119.253,87.535,79.611
1971-04-01,99.89,95.724,110.273,92.773,119.253,87.535,79.611
1971-04-02,100.622,95.429,110.488,93.741,119.645,88.187,79.333
1971-04-05,100.622,95.429,110.488,93.741,119.645,88.187,79.333
1971-04-06,100.622,95.429,110.488,93.741,119.645,88.187,79.333
1971-04-07,100.622,95.429,110.488,93.741,119.645,88.187,79.333
1971-04-08,100.622,95.429,110.488,93.741,119.645,88.187,79.333
1971-04-09,101.683,95.391,112.063,94.305,121.158,87.487,78.018
1971-04-12,101.683,95.391,112.063,94.305,121.158,87.487,78.018
1971-04-13,101.683,95.391,112.063,94.305,121.158,87.487,78.018
1971-04-14,101.683,95.391,112.063,94.305,121.158,87.487,78.018
1971-04-15,101.683,95.391,112.063,94.305,121.158,87.487,78.018
1971-04-16,105.263,94.119,113.538,93.501,122.463,85.772,77.234
1971-04-19,105.263,94.119,113.538,93.501,122.463,85.772,77.234
1971-04-20,105.263,94.119,113.538,93.501,122.463,85.772,77.234
1971-04-21,105.263,94.119,113.538,93.501,122.463,85.772,77.234
1971-04-22,105.263,94.119,113.538,93.501,122.463,85.772,77.234
1971-04-23,102.778,100.402,114.43,93.165,121.001,81.393,77.111
1971-04-26,102.778,100.402,114.43,93.165,121.001,81.393,77.111
1971-04-27,102.778,100.402,114.43,93.165,121.001,81.393,77.111
1971-04-28,102.778,100.402,114.43,93.165,121.001,81.393,77.111
1971-04-29,102.778,100.402,114.43,93.165,121.001,81.393,77.111
1971-04-30,104.778,106.114,114.333,92.489,118.655,81.985,76.827
1971-05-03,104.778,106.114,114.333,92.489,118.655,81.985,76.827
1971-05-04,104.778,106.114,114.333,92.489,118.655,81.985,76.827
1971-05-05,104.778,106.114,114.333,92.489,118.655,81.985,76.827
1971-05-06,104.223,106.585,113.648,92.268,117.2,81.286,76.456
1971-05-07,104.223,106.585,113.336,92.268,116.553,81.286,76.456
1971-05-10,104.223,106.585,113.336,92.268,116.553,81.286,76.456
1971-05-11,104.223,106.585,113.336,92.268,116.553,81.286,76.456
1971-05-12,104.223,106.585,113.336,92.268,116.553,81.286,76.456
1971-05-13,104.223,106.585,113.336,92.268,116.553,81.286,76.456
1971-05-14,103.597,109.432,112.496,93.039,117.668,84.636,74.415
1971-05-17,103.597,109.432,112.496,93.039,117.668,84.636,74.415
1971-05-18,103.597,109.432,112.496,93.039,117.668,84.636,74.415
1971-05-19,103.597,109.432,112.496,93.039,117.668,84.636,74.415
1971-05-20,103.597,109.432,112.496,93.039,117.668,84.636,74.415
1971-05-21,102.066,110.94,111.197,93.988,116.515,83.503,69.256
1971-05-24,102.066,110.94,111.197,93.988,116.515,83.503,69.256
1971-05-25,102.066,110.94,111.197,93.988,116.515,83.503,69.256
1971-05-26,102.066,110.94,111.197,93.988,116.515,83.503,69.256
1971-05-27,102.066,110.94,111.197,93.988,116.515,83.503,69.256
1971-05-28,103.418,109.768,109.661,97.258,115.171,85.754,70.877
1971-05-31,103.75,109.808,109.661,97.258,115.137,85.654,71.594
1971-06-01,103.75,109.808,109.661,97.258,115.137,85.654,71.594
1971-06-02,103.75,109.808,109.661,97.258,115.137,85.654,71.594
1971-06-03,103.75,109.808,109.661,97.258,115.137,85.654,71.594
1971-06-04,105.503,110.668,111.698,96.055,115.689,85.177,70.88
1971-06-07,105.503,110.668,111.698,96.055,115.689,85.177,70.88
1971-06-08,105.503,110.668,111.698,96.055,115.689,85.177,70.88
1971-06-09,105.503,110.668,111.698,96.055,115.689,85.177,70.88
1971-06-10,105.503,110.668,111.698,96.055,115.689,85.177,70.88
1971-06-11,108.08,107.764,111.559,95.584,115.582,85.503,69.538
1971-06-14,108.08,107.764,111.559,95.584,115.582,85.503,69.538
1971-06-15,108.08,107.764,111.559,95.584,115.582,85.503,69.538
1971-06-16,108.08,107.764,111.559,95.584,115.582,85.503,69.538
1971-06-17,108.08,107.764,111.559,95.584,115.582,85.503,69.538
1971-06-18,110.552,109.825,109.49,95.302,114.427,86.453,71.116
1971-06-21,110.552,109.825,109.49,95.302,114.427,86.453,71.116
1971-06-22,110.552,109.825,109.49,95.302,114.427,86.453,71.116
1971-06-23,110.552,109.825,109.49,95.302,114.427,86.453,71.116
1971-06-24,110.552,109.825,109.49,95.302,114.427,86.453,71.116
1971-06-25,110.555,111.067,108.309,95.483,112.617,84.674,71.743
1971-06-28,110.555,111.067,108.309,95.483,112.617,84.674,71.743
1971-06-29,110.555,111.067,108.309,95.483,112.617,84.674,71.743
1971-06-30,113.393,111.481,110.183,95.143,114.167,85.606,71.314
1971-07-01,113.393,111.481,110.183,95.143,114.167,85.606,71.314
1971-07-02,113.383,112.65,110.373,95.579,114.093,86.092,70.084
1971-07-05,113.383,112.65,110.373,95.579,114.093,86.092,70.084
1971-07-06,113.383,112.65,110.373,95.579,114.093,86.092,70.084
1971-07-07,113.383,112.65,110.373,95.579,114.093,86.092,70.084
1971-07-08,113.383,112.65,110.373,95.579,114.093,86.092,70.084
1971-07-09,113.36,113.041,111.568,94.92,115.398,86.897,68.732
1971-07-12,113.36,113.041,111.568,94.92,115.398,86.897,68.732
